example_idx,question_id,query_type,gold,pred,layer,rank,pos,token,attn_weight
2,20272,correlation,yes,yes,20,1,0,<|im_start|>,0.427734
2,20272,correlation,yes,yes,20,2,165,Ċ,0.097168
2,20272,correlation,yes,yes,20,3,162,Ċ,0.035400
2,20272,correlation,yes,yes,20,4,12,'.,0.033203
2,20272,correlation,yes,yes,20,5,14,Ġexplanation,0.022339
2,20272,correlation,yes,yes,21,1,165,Ċ,0.114746
2,20272,correlation,yes,yes,21,2,7,yes,0.085938
2,20272,correlation,yes,yes,21,3,18,.,0.078613
2,20272,correlation,yes,yes,21,4,11,no,0.067383
2,20272,correlation,yes,yes,21,5,0,<|im_start|>,0.066895
2,20272,correlation,yes,yes,22,1,0,<|im_start|>,0.322266
2,20272,correlation,yes,yes,22,2,11,no,0.076660
2,20272,correlation,yes,yes,22,3,7,yes,0.075684
2,20272,correlation,yes,yes,22,4,165,Ċ,0.072266
2,20272,correlation,yes,yes,22,5,8,',0.048096
2,20272,correlation,yes,yes,23,1,0,<|im_start|>,0.296875
2,20272,correlation,yes,yes,23,2,165,Ċ,0.132812
2,20272,correlation,yes,yes,23,3,160,?,0.089355
2,20272,correlation,yes,yes,23,4,164,assistant,0.087891
2,20272,correlation,yes,yes,23,5,162,Ċ,0.037354
2,20272,correlation,yes,yes,24,1,0,<|im_start|>,0.207031
2,20272,correlation,yes,yes,24,2,160,?,0.188477
2,20272,correlation,yes,yes,24,3,165,Ċ,0.137695
2,20272,correlation,yes,yes,24,4,164,assistant,0.081055
2,20272,correlation,yes,yes,24,5,17,Ġpunctuation,0.043213
2,20272,correlation,yes,yes,25,1,0,<|im_start|>,0.531250
2,20272,correlation,yes,yes,25,2,165,Ċ,0.141602
2,20272,correlation,yes,yes,25,3,7,yes,0.071777
2,20272,correlation,yes,yes,25,4,11,no,0.039307
2,20272,correlation,yes,yes,25,5,160,?,0.030640
2,20272,correlation,yes,yes,26,1,0,<|im_start|>,0.330078
2,20272,correlation,yes,yes,26,2,165,Ċ,0.130859
2,20272,correlation,yes,yes,26,3,160,?,0.089844
2,20272,correlation,yes,yes,26,4,154,Ġlarger,0.042969
2,20272,correlation,yes,yes,26,5,7,yes,0.040771
2,20272,correlation,yes,yes,27,1,0,<|im_start|>,0.244141
2,20272,correlation,yes,yes,27,2,165,Ċ,0.152344
2,20272,correlation,yes,yes,27,3,7,yes,0.109863
2,20272,correlation,yes,yes,27,4,18,.,0.106934
2,20272,correlation,yes,yes,27,5,11,no,0.061768
2,20272,correlation,yes,yes,28,1,0,<|im_start|>,0.421875
2,20272,correlation,yes,yes,28,2,165,Ċ,0.125000
2,20272,correlation,yes,yes,28,3,164,assistant,0.078613
2,20272,correlation,yes,yes,28,4,11,no,0.058105
2,20272,correlation,yes,yes,28,5,18,.,0.056641
2,20272,correlation,yes,yes,29,1,0,<|im_start|>,0.437500
2,20272,correlation,yes,yes,29,2,165,Ċ,0.092773
2,20272,correlation,yes,yes,29,3,7,yes,0.089355
2,20272,correlation,yes,yes,29,4,164,assistant,0.079590
2,20272,correlation,yes,yes,29,5,160,?,0.036621
2,20272,correlation,yes,yes,30,1,0,<|im_start|>,0.396484
2,20272,correlation,yes,yes,30,2,165,Ċ,0.115723
2,20272,correlation,yes,yes,30,3,11,no,0.113281
2,20272,correlation,yes,yes,30,4,7,yes,0.096680
2,20272,correlation,yes,yes,30,5,164,assistant,0.065918
2,20272,correlation,yes,yes,31,1,7,yes,0.196289
2,20272,correlation,yes,yes,31,2,2,Ċ,0.155273
2,20272,correlation,yes,yes,31,3,9,Ġor,0.105469
2,20272,correlation,yes,yes,31,4,11,no,0.064453
2,20272,correlation,yes,yes,31,5,165,Ċ,0.062500
2,20272,correlation,yes,yes,32,1,2,Ċ,0.242188
2,20272,correlation,yes,yes,32,2,9,Ġor,0.189453
2,20272,correlation,yes,yes,32,3,11,no,0.133789
2,20272,correlation,yes,yes,32,4,7,yes,0.124512
2,20272,correlation,yes,yes,32,5,165,Ċ,0.036621
2,20272,correlation,yes,yes,33,1,2,Ċ,0.328125
2,20272,correlation,yes,yes,33,2,9,Ġor,0.223633
2,20272,correlation,yes,yes,33,3,11,no,0.077148
2,20272,correlation,yes,yes,33,4,7,yes,0.053711
2,20272,correlation,yes,yes,33,5,25,Ġa,0.043945
2,20272,correlation,yes,yes,34,1,165,Ċ,0.234375
2,20272,correlation,yes,yes,34,2,9,Ġor,0.169922
2,20272,correlation,yes,yes,34,3,2,Ċ,0.139648
2,20272,correlation,yes,yes,34,4,164,assistant,0.128906
2,20272,correlation,yes,yes,34,5,163,<|im_start|>,0.036621
2,20272,correlation,yes,yes,35,1,165,Ċ,0.241211
2,20272,correlation,yes,yes,35,2,9,Ġor,0.197266
2,20272,correlation,yes,yes,35,3,2,Ċ,0.178711
2,20272,correlation,yes,yes,35,4,164,assistant,0.085938
2,20272,correlation,yes,yes,35,5,163,<|im_start|>,0.022461
3,12013,ate,no,no,0,1,107,Ċ,0.285156
3,12013,ate,no,no,0,2,104,Ċ,0.083984
3,12013,ate,no,no,0,3,106,assistant,0.038818
3,12013,ate,no,no,0,4,102,?,0.036133
3,12013,ate,no,no,0,5,3,Answer,0.034668
3,12013,ate,no,no,1,1,107,Ċ,0.144531
3,12013,ate,no,no,1,2,104,Ċ,0.140625
3,12013,ate,no,no,1,3,106,assistant,0.070312
3,12013,ate,no,no,1,4,102,?,0.049072
3,12013,ate,no,no,1,5,105,<|im_start|>,0.048096
3,12013,ate,no,no,2,1,107,Ċ,0.194336
3,12013,ate,no,no,2,2,106,assistant,0.180664
3,12013,ate,no,no,2,3,104,Ċ,0.143555
3,12013,ate,no,no,2,4,105,<|im_start|>,0.061768
3,12013,ate,no,no,2,5,102,?,0.027954
3,12013,ate,no,no,3,1,0,<|im_start|>,0.613281
3,12013,ate,no,no,3,2,23,Ċ,0.068848
3,12013,ate,no,no,3,3,107,Ċ,0.048096
3,12013,ate,no,no,3,4,106,assistant,0.045898
3,12013,ate,no,no,3,5,104,Ċ,0.040527
3,12013,ate,no,no,4,1,0,<|im_start|>,0.742188
3,12013,ate,no,no,4,2,106,assistant,0.069336
3,12013,ate,no,no,4,3,107,Ċ,0.040283
3,12013,ate,no,no,4,4,104,Ċ,0.030762
3,12013,ate,no,no,4,5,23,Ċ,0.024414
3,12013,ate,no,no,5,1,0,<|im_start|>,0.777344
3,12013,ate,no,no,5,2,107,Ċ,0.074707
3,12013,ate,no,no,5,3,106,assistant,0.047119
3,12013,ate,no,no,5,4,105,<|im_start|>,0.021973
3,12013,ate,no,no,5,5,3,Answer,0.011902
3,12013,ate,no,no,6,1,0,<|im_start|>,0.578125
3,12013,ate,no,no,6,2,107,Ċ,0.061768
3,12013,ate,no,no,6,3,23,Ċ,0.053467
3,12013,ate,no,no,6,4,106,assistant,0.045898
3,12013,ate,no,no,6,5,104,Ċ,0.032959
3,12013,ate,no,no,7,1,0,<|im_start|>,0.656250
3,12013,ate,no,no,7,2,107,Ċ,0.068359
3,12013,ate,no,no,7,3,106,assistant,0.026367
3,12013,ate,no,no,7,4,23,Ċ,0.023315
3,12013,ate,no,no,7,5,3,Answer,0.021240
3,12013,ate,no,no,8,1,0,<|im_start|>,0.410156
3,12013,ate,no,no,8,2,20,Ċ,0.098145
3,12013,ate,no,no,8,3,104,Ċ,0.068359
3,12013,ate,no,no,8,4,107,Ċ,0.064941
3,12013,ate,no,no,8,5,106,assistant,0.051514
3,12013,ate,no,no,9,1,0,<|im_start|>,0.621094
3,12013,ate,no,no,9,2,107,Ċ,0.083496
3,12013,ate,no,no,9,3,104,Ċ,0.069336
3,12013,ate,no,no,9,4,106,assistant,0.049805
3,12013,ate,no,no,9,5,20,Ċ,0.039551
3,12013,ate,no,no,10,1,0,<|im_start|>,0.419922
3,12013,ate,no,no,10,2,107,Ċ,0.132812
3,12013,ate,no,no,10,3,104,Ċ,0.096191
3,12013,ate,no,no,10,4,20,Ċ,0.084961
3,12013,ate,no,no,10,5,23,Ċ,0.039551
3,12013,ate,no,no,11,1,0,<|im_start|>,0.519531
3,12013,ate,no,no,11,2,107,Ċ,0.131836
3,12013,ate,no,no,11,3,104,Ċ,0.037354
3,12013,ate,no,no,11,4,106,assistant,0.024902
3,12013,ate,no,no,11,5,20,Ċ,0.024658
3,12013,ate,no,no,12,1,0,<|im_start|>,0.359375
3,12013,ate,no,no,12,2,107,Ċ,0.140625
3,12013,ate,no,no,12,3,104,Ċ,0.062256
3,12013,ate,no,no,12,4,11,no,0.052002
3,12013,ate,no,no,12,5,12,'.,0.050781
3,12013,ate,no,no,13,1,0,<|im_start|>,0.613281
3,12013,ate,no,no,13,2,107,Ċ,0.053467
3,12013,ate,no,no,13,3,104,Ċ,0.043213
3,12013,ate,no,no,13,4,106,assistant,0.041260
3,12013,ate,no,no,13,5,20,Ċ,0.035645
3,12013,ate,no,no,14,1,0,<|im_start|>,0.484375
3,12013,ate,no,no,14,2,107,Ċ,0.133789
3,12013,ate,no,no,14,3,104,Ċ,0.093750
3,12013,ate,no,no,14,4,103,<|im_end|>,0.033203
3,12013,ate,no,no,14,5,105,<|im_start|>,0.032227
3,12013,ate,no,no,15,1,0,<|im_start|>,0.439453
3,12013,ate,no,no,15,2,107,Ċ,0.122070
3,12013,ate,no,no,15,3,104,Ċ,0.094727
3,12013,ate,no,no,15,4,23,Ċ,0.049072
3,12013,ate,no,no,15,5,20,Ċ,0.030640
3,12013,ate,no,no,16,1,0,<|im_start|>,0.141602
3,12013,ate,no,no,16,2,107,Ċ,0.113281
3,12013,ate,no,no,16,3,20,Ċ,0.076660
3,12013,ate,no,no,16,4,104,Ċ,0.076172
3,12013,ate,no,no,16,5,15,.,0.071289
3,12013,ate,no,no,17,1,0,<|im_start|>,0.359375
3,12013,ate,no,no,17,2,107,Ċ,0.102539
3,12013,ate,no,no,17,3,20,Ċ,0.094238
3,12013,ate,no,no,17,4,23,Ċ,0.054932
3,12013,ate,no,no,17,5,12,'.,0.054443
3,12013,ate,no,no,18,1,0,<|im_start|>,0.242188
3,12013,ate,no,no,18,2,107,Ċ,0.163086
3,12013,ate,no,no,18,3,104,Ċ,0.099121
3,12013,ate,no,no,18,4,20,Ċ,0.061523
3,12013,ate,no,no,18,5,12,'.,0.047852
3,12013,ate,no,no,19,1,0,<|im_start|>,0.300781
3,12013,ate,no,no,19,2,107,Ċ,0.123047
3,12013,ate,no,no,19,3,12,'.,0.060059
3,12013,ate,no,no,19,4,7,yes,0.039551
3,12013,ate,no,no,19,5,104,Ċ,0.035156
3,12013,ate,no,no,20,1,0,<|im_start|>,0.404297
3,12013,ate,no,no,20,2,107,Ċ,0.103516
3,12013,ate,no,no,20,3,104,Ċ,0.040039
3,12013,ate,no,no,20,4,14,Ġexplanation,0.031738
3,12013,ate,no,no,20,5,12,'.,0.030396
3,12013,ate,no,no,21,1,107,Ċ,0.120117
3,12013,ate,no,no,21,2,18,.,0.082520
3,12013,ate,no,no,21,3,7,yes,0.076660
3,12013,ate,no,no,21,4,102,?,0.073730
3,12013,ate,no,no,21,5,0,<|im_start|>,0.070801
3,12013,ate,no,no,22,1,0,<|im_start|>,0.308594
3,12013,ate,no,no,22,2,7,yes,0.091797
3,12013,ate,no,no,22,3,107,Ċ,0.079102
3,12013,ate,no,no,22,4,11,no,0.070312
3,12013,ate,no,no,22,5,18,.,0.055420
3,12013,ate,no,no,23,1,0,<|im_start|>,0.283203
3,12013,ate,no,no,23,2,102,?,0.133789
3,12013,ate,no,no,23,3,107,Ċ,0.122070
3,12013,ate,no,no,23,4,106,assistant,0.083008
3,12013,ate,no,no,23,5,104,Ċ,0.038330
3,12013,ate,no,no,24,1,0,<|im_start|>,0.190430
3,12013,ate,no,no,24,2,102,?,0.150391
3,12013,ate,no,no,24,3,107,Ċ,0.137695
3,12013,ate,no,no,24,4,106,assistant,0.085449
3,12013,ate,no,no,24,5,101,Ġcancer,0.083008
3,12013,ate,no,no,25,1,0,<|im_start|>,0.460938
3,12013,ate,no,no,25,2,107,Ċ,0.151367
3,12013,ate,no,no,25,3,7,yes,0.086426
3,12013,ate,no,no,25,4,106,assistant,0.051270
3,12013,ate,no,no,25,5,11,no,0.036377
3,12013,ate,no,no,26,1,0,<|im_start|>,0.273438
3,12013,ate,no,no,26,2,107,Ċ,0.125000
3,12013,ate,no,no,26,3,102,?,0.096680
3,12013,ate,no,no,26,4,7,yes,0.061279
3,12013,ate,no,no,26,5,96,Ġdecrease,0.052490
3,12013,ate,no,no,27,1,0,<|im_start|>,0.232422
3,12013,ate,no,no,27,2,107,Ċ,0.132812
3,12013,ate,no,no,27,3,11,no,0.120117
3,12013,ate,no,no,27,4,7,yes,0.091797
3,12013,ate,no,no,27,5,18,.,0.083008
3,12013,ate,no,no,28,1,0,<|im_start|>,0.390625
3,12013,ate,no,no,28,2,107,Ċ,0.136719
3,12013,ate,no,no,28,3,102,?,0.094727
3,12013,ate,no,no,28,4,106,assistant,0.075195
3,12013,ate,no,no,28,5,11,no,0.060059
3,12013,ate,no,no,29,1,0,<|im_start|>,0.417969
3,12013,ate,no,no,29,2,107,Ċ,0.102539
3,12013,ate,no,no,29,3,7,yes,0.069336
3,12013,ate,no,no,29,4,106,assistant,0.069336
3,12013,ate,no,no,29,5,11,no,0.061768
3,12013,ate,no,no,30,1,0,<|im_start|>,0.371094
3,12013,ate,no,no,30,2,11,no,0.147461
3,12013,ate,no,no,30,3,107,Ċ,0.125000
3,12013,ate,no,no,30,4,7,yes,0.079102
3,12013,ate,no,no,30,5,106,assistant,0.072266
3,12013,ate,no,no,31,1,11,no,0.230469
3,12013,ate,no,no,31,2,2,Ċ,0.132812
3,12013,ate,no,no,31,3,7,yes,0.121582
3,12013,ate,no,no,31,4,9,Ġor,0.081543
3,12013,ate,no,no,31,5,106,assistant,0.068848
3,12013,ate,no,no,32,1,11,no,0.209961
3,12013,ate,no,no,32,2,2,Ċ,0.203125
3,12013,ate,no,no,32,3,9,Ġor,0.141602
3,12013,ate,no,no,32,4,7,yes,0.079102
3,12013,ate,no,no,32,5,20,Ċ,0.041748
3,12013,ate,no,no,33,1,2,Ċ,0.296875
3,12013,ate,no,no,33,2,9,Ġor,0.177734
3,12013,ate,no,no,33,3,11,no,0.095215
3,12013,ate,no,no,33,4,20,Ċ,0.044922
3,12013,ate,no,no,33,5,23,Ċ,0.044678
3,12013,ate,no,no,34,1,107,Ċ,0.269531
3,12013,ate,no,no,34,2,9,Ġor,0.163086
3,12013,ate,no,no,34,3,2,Ċ,0.133789
3,12013,ate,no,no,34,4,106,assistant,0.119629
3,12013,ate,no,no,34,5,105,<|im_start|>,0.053955
3,12013,ate,no,no,35,1,107,Ċ,0.232422
3,12013,ate,no,no,35,2,2,Ċ,0.198242
3,12013,ate,no,no,35,3,9,Ġor,0.181641
3,12013,ate,no,no,35,4,106,assistant,0.088379
3,12013,ate,no,no,35,5,105,<|im_start|>,0.036621
4,37642,det-counterfactual,yes,no,0,1,142,Ċ,0.281250
4,37642,det-counterfactual,yes,no,0,2,139,Ċ,0.081543
4,37642,det-counterfactual,yes,no,0,3,141,assistant,0.036621
4,37642,det-counterfactual,yes,no,0,4,137,?,0.033203
4,37642,det-counterfactual,yes,no,0,5,3,Answer,0.032471
4,37642,det-counterfactual,yes,no,1,1,139,Ċ,0.145508
4,37642,det-counterfactual,yes,no,1,2,142,Ċ,0.137695
4,37642,det-counterfactual,yes,no,1,3,141,assistant,0.070801
4,37642,det-counterfactual,yes,no,1,4,140,<|im_start|>,0.048096
4,37642,det-counterfactual,yes,no,1,5,137,?,0.047607
4,37642,det-counterfactual,yes,no,2,1,142,Ċ,0.196289
4,37642,det-counterfactual,yes,no,2,2,141,assistant,0.168945
4,37642,det-counterfactual,yes,no,2,3,139,Ċ,0.149414
4,37642,det-counterfactual,yes,no,2,4,140,<|im_start|>,0.056152
4,37642,det-counterfactual,yes,no,2,5,137,?,0.027710
4,37642,det-counterfactual,yes,no,3,1,0,<|im_start|>,0.640625
4,37642,det-counterfactual,yes,no,3,2,23,Ċ,0.058594
4,37642,det-counterfactual,yes,no,3,3,142,Ċ,0.051025
4,37642,det-counterfactual,yes,no,3,4,139,Ċ,0.039062
4,37642,det-counterfactual,yes,no,3,5,141,assistant,0.038330
4,37642,det-counterfactual,yes,no,4,1,0,<|im_start|>,0.722656
4,37642,det-counterfactual,yes,no,4,2,141,assistant,0.071777
4,37642,det-counterfactual,yes,no,4,3,142,Ċ,0.042236
4,37642,det-counterfactual,yes,no,4,4,139,Ċ,0.031982
4,37642,det-counterfactual,yes,no,4,5,23,Ċ,0.027710
4,37642,det-counterfactual,yes,no,5,1,0,<|im_start|>,0.777344
4,37642,det-counterfactual,yes,no,5,2,142,Ċ,0.074219
4,37642,det-counterfactual,yes,no,5,3,141,assistant,0.046143
4,37642,det-counterfactual,yes,no,5,4,140,<|im_start|>,0.020996
4,37642,det-counterfactual,yes,no,5,5,3,Answer,0.010315
4,37642,det-counterfactual,yes,no,6,1,0,<|im_start|>,0.585938
4,37642,det-counterfactual,yes,no,6,2,142,Ċ,0.059570
4,37642,det-counterfactual,yes,no,6,3,23,Ċ,0.049316
4,37642,det-counterfactual,yes,no,6,4,141,assistant,0.046875
4,37642,det-counterfactual,yes,no,6,5,139,Ċ,0.032959
4,37642,det-counterfactual,yes,no,7,1,0,<|im_start|>,0.644531
4,37642,det-counterfactual,yes,no,7,2,142,Ċ,0.071289
4,37642,det-counterfactual,yes,no,7,3,141,assistant,0.029175
4,37642,det-counterfactual,yes,no,7,4,3,Answer,0.024902
4,37642,det-counterfactual,yes,no,7,5,23,Ċ,0.024048
4,37642,det-counterfactual,yes,no,8,1,0,<|im_start|>,0.400391
4,37642,det-counterfactual,yes,no,8,2,20,Ċ,0.111328
4,37642,det-counterfactual,yes,no,8,3,139,Ċ,0.073730
4,37642,det-counterfactual,yes,no,8,4,142,Ċ,0.069336
4,37642,det-counterfactual,yes,no,8,5,141,assistant,0.045166
4,37642,det-counterfactual,yes,no,9,1,0,<|im_start|>,0.625000
4,37642,det-counterfactual,yes,no,9,2,142,Ċ,0.089355
4,37642,det-counterfactual,yes,no,9,3,139,Ċ,0.072754
4,37642,det-counterfactual,yes,no,9,4,141,assistant,0.045166
4,37642,det-counterfactual,yes,no,9,5,20,Ċ,0.035400
4,37642,det-counterfactual,yes,no,10,1,0,<|im_start|>,0.421875
4,37642,det-counterfactual,yes,no,10,2,142,Ċ,0.137695
4,37642,det-counterfactual,yes,no,10,3,20,Ċ,0.092773
4,37642,det-counterfactual,yes,no,10,4,139,Ċ,0.089844
4,37642,det-counterfactual,yes,no,10,5,23,Ċ,0.040039
4,37642,det-counterfactual,yes,no,11,1,0,<|im_start|>,0.503906
4,37642,det-counterfactual,yes,no,11,2,142,Ċ,0.137695
4,37642,det-counterfactual,yes,no,11,3,139,Ċ,0.038574
4,37642,det-counterfactual,yes,no,11,4,141,assistant,0.025024
4,37642,det-counterfactual,yes,no,11,5,20,Ċ,0.024536
4,37642,det-counterfactual,yes,no,12,1,0,<|im_start|>,0.357422
4,37642,det-counterfactual,yes,no,12,2,142,Ċ,0.140625
4,37642,det-counterfactual,yes,no,12,3,139,Ċ,0.057861
4,37642,det-counterfactual,yes,no,12,4,11,no,0.047119
4,37642,det-counterfactual,yes,no,12,5,12,'.,0.044189
4,37642,det-counterfactual,yes,no,13,1,0,<|im_start|>,0.609375
4,37642,det-counterfactual,yes,no,13,2,142,Ċ,0.054688
4,37642,det-counterfactual,yes,no,13,3,139,Ċ,0.049316
4,37642,det-counterfactual,yes,no,13,4,141,assistant,0.041992
4,37642,det-counterfactual,yes,no,13,5,20,Ċ,0.038086
4,37642,det-counterfactual,yes,no,14,1,0,<|im_start|>,0.515625
4,37642,det-counterfactual,yes,no,14,2,142,Ċ,0.134766
4,37642,det-counterfactual,yes,no,14,3,139,Ċ,0.083984
4,37642,det-counterfactual,yes,no,14,4,140,<|im_start|>,0.029907
4,37642,det-counterfactual,yes,no,14,5,138,<|im_end|>,0.029297
4,37642,det-counterfactual,yes,no,15,1,0,<|im_start|>,0.427734
4,37642,det-counterfactual,yes,no,15,2,142,Ċ,0.123047
4,37642,det-counterfactual,yes,no,15,3,139,Ċ,0.095215
4,37642,det-counterfactual,yes,no,15,4,23,Ċ,0.046875
4,37642,det-counterfactual,yes,no,15,5,20,Ċ,0.029297
4,37642,det-counterfactual,yes,no,16,1,0,<|im_start|>,0.145508
4,37642,det-counterfactual,yes,no,16,2,142,Ċ,0.111328
4,37642,det-counterfactual,yes,no,16,3,139,Ċ,0.073242
4,37642,det-counterfactual,yes,no,16,4,15,.,0.072266
4,37642,det-counterfactual,yes,no,16,5,20,Ċ,0.063477
4,37642,det-counterfactual,yes,no,17,1,0,<|im_start|>,0.351562
4,37642,det-counterfactual,yes,no,17,2,142,Ċ,0.105957
4,37642,det-counterfactual,yes,no,17,3,20,Ċ,0.090820
4,37642,det-counterfactual,yes,no,17,4,12,'.,0.055176
4,37642,det-counterfactual,yes,no,17,5,23,Ċ,0.052490
4,37642,det-counterfactual,yes,no,18,1,0,<|im_start|>,0.247070
4,37642,det-counterfactual,yes,no,18,2,142,Ċ,0.161133
4,37642,det-counterfactual,yes,no,18,3,139,Ċ,0.094727
4,37642,det-counterfactual,yes,no,18,4,20,Ċ,0.065918
4,37642,det-counterfactual,yes,no,18,5,12,'.,0.042236
4,37642,det-counterfactual,yes,no,19,1,0,<|im_start|>,0.294922
4,37642,det-counterfactual,yes,no,19,2,142,Ċ,0.128906
4,37642,det-counterfactual,yes,no,19,3,12,'.,0.056396
4,37642,det-counterfactual,yes,no,19,4,23,Ċ,0.033936
4,37642,det-counterfactual,yes,no,19,5,141,assistant,0.030762
4,37642,det-counterfactual,yes,no,20,1,0,<|im_start|>,0.433594
4,37642,det-counterfactual,yes,no,20,2,142,Ċ,0.095703
4,37642,det-counterfactual,yes,no,20,3,139,Ċ,0.035156
4,37642,det-counterfactual,yes,no,20,4,12,'.,0.032227
4,37642,det-counterfactual,yes,no,20,5,14,Ġexplanation,0.026855
4,37642,det-counterfactual,yes,no,21,1,142,Ċ,0.114258
4,37642,det-counterfactual,yes,no,21,2,7,yes,0.083008
4,37642,det-counterfactual,yes,no,21,3,18,.,0.077637
4,37642,det-counterfactual,yes,no,21,4,0,<|im_start|>,0.077637
4,37642,det-counterfactual,yes,no,21,5,14,Ġexplanation,0.070801
4,37642,det-counterfactual,yes,no,22,1,0,<|im_start|>,0.289062
4,37642,det-counterfactual,yes,no,22,2,7,yes,0.095215
4,37642,det-counterfactual,yes,no,22,3,142,Ċ,0.083008
4,37642,det-counterfactual,yes,no,22,4,11,no,0.070312
4,37642,det-counterfactual,yes,no,22,5,8,',0.055908
4,37642,det-counterfactual,yes,no,23,1,0,<|im_start|>,0.296875
4,37642,det-counterfactual,yes,no,23,2,142,Ċ,0.131836
4,37642,det-counterfactual,yes,no,23,3,141,assistant,0.091309
4,37642,det-counterfactual,yes,no,23,4,137,?,0.085449
4,37642,det-counterfactual,yes,no,23,5,139,Ċ,0.033936
4,37642,det-counterfactual,yes,no,24,1,0,<|im_start|>,0.199219
4,37642,det-counterfactual,yes,no,24,2,142,Ċ,0.148438
4,37642,det-counterfactual,yes,no,24,3,137,?,0.122070
4,37642,det-counterfactual,yes,no,24,4,141,assistant,0.086914
4,37642,det-counterfactual,yes,no,24,5,17,Ġpunctuation,0.047363
4,37642,det-counterfactual,yes,no,25,1,0,<|im_start|>,0.542969
4,37642,det-counterfactual,yes,no,25,2,142,Ċ,0.130859
4,37642,det-counterfactual,yes,no,25,3,7,yes,0.077637
4,37642,det-counterfactual,yes,no,25,4,141,assistant,0.034668
4,37642,det-counterfactual,yes,no,25,5,11,no,0.029053
4,37642,det-counterfactual,yes,no,26,1,0,<|im_start|>,0.302734
4,37642,det-counterfactual,yes,no,26,2,142,Ċ,0.130859
4,37642,det-counterfactual,yes,no,26,3,137,?,0.069824
4,37642,det-counterfactual,yes,no,26,4,7,yes,0.048828
4,37642,det-counterfactual,yes,no,26,5,11,no,0.037109
4,37642,det-counterfactual,yes,no,27,1,0,<|im_start|>,0.214844
4,37642,det-counterfactual,yes,no,27,2,142,Ċ,0.145508
4,37642,det-counterfactual,yes,no,27,3,7,yes,0.107910
4,37642,det-counterfactual,yes,no,27,4,18,.,0.104004
4,37642,det-counterfactual,yes,no,27,5,11,no,0.092285
4,37642,det-counterfactual,yes,no,28,1,0,<|im_start|>,0.396484
4,37642,det-counterfactual,yes,no,28,2,142,Ċ,0.130859
4,37642,det-counterfactual,yes,no,28,3,137,?,0.073730
4,37642,det-counterfactual,yes,no,28,4,141,assistant,0.070801
4,37642,det-counterfactual,yes,no,28,5,11,no,0.055908
4,37642,det-counterfactual,yes,no,29,1,0,<|im_start|>,0.414062
4,37642,det-counterfactual,yes,no,29,2,142,Ċ,0.098145
4,37642,det-counterfactual,yes,no,29,3,7,yes,0.080566
4,37642,det-counterfactual,yes,no,29,4,141,assistant,0.078125
4,37642,det-counterfactual,yes,no,29,5,137,?,0.043945
4,37642,det-counterfactual,yes,no,30,1,0,<|im_start|>,0.412109
4,37642,det-counterfactual,yes,no,30,2,11,no,0.135742
4,37642,det-counterfactual,yes,no,30,3,142,Ċ,0.104980
4,37642,det-counterfactual,yes,no,30,4,7,yes,0.090332
4,37642,det-counterfactual,yes,no,30,5,141,assistant,0.062500
4,37642,det-counterfactual,yes,no,31,1,11,no,0.161133
4,37642,det-counterfactual,yes,no,31,2,7,yes,0.160156
4,37642,det-counterfactual,yes,no,31,3,2,Ċ,0.137695
4,37642,det-counterfactual,yes,no,31,4,9,Ġor,0.097168
4,37642,det-counterfactual,yes,no,31,5,141,assistant,0.059814
4,37642,det-counterfactual,yes,no,32,1,2,Ċ,0.205078
4,37642,det-counterfactual,yes,no,32,2,11,no,0.200195
4,37642,det-counterfactual,yes,no,32,3,9,Ġor,0.153320
4,37642,det-counterfactual,yes,no,32,4,7,yes,0.102539
4,37642,det-counterfactual,yes,no,32,5,142,Ċ,0.034180
4,37642,det-counterfactual,yes,no,33,1,2,Ċ,0.285156
4,37642,det-counterfactual,yes,no,33,2,9,Ġor,0.176758
4,37642,det-counterfactual,yes,no,33,3,11,no,0.102051
4,37642,det-counterfactual,yes,no,33,4,7,yes,0.052979
4,37642,det-counterfactual,yes,no,33,5,23,Ċ,0.041504
4,37642,det-counterfactual,yes,no,34,1,142,Ċ,0.244141
4,37642,det-counterfactual,yes,no,34,2,9,Ġor,0.192383
4,37642,det-counterfactual,yes,no,34,3,2,Ċ,0.147461
4,37642,det-counterfactual,yes,no,34,4,141,assistant,0.126953
4,37642,det-counterfactual,yes,no,34,5,140,<|im_start|>,0.036133
4,37642,det-counterfactual,yes,no,35,1,142,Ċ,0.242188
4,37642,det-counterfactual,yes,no,35,2,9,Ġor,0.206055
4,37642,det-counterfactual,yes,no,35,3,2,Ċ,0.198242
4,37642,det-counterfactual,yes,no,35,4,141,assistant,0.082520
4,37642,det-counterfactual,yes,no,35,5,140,<|im_start|>,0.027954
5,13802,ett,no,yes,0,1,152,Ċ,0.271484
5,13802,ett,no,yes,0,2,149,Ċ,0.078125
5,13802,ett,no,yes,0,3,151,assistant,0.035889
5,13802,ett,no,yes,0,4,147,?,0.031738
5,13802,ett,no,yes,0,5,3,Answer,0.031494
5,13802,ett,no,yes,1,1,149,Ċ,0.145508
5,13802,ett,no,yes,1,2,152,Ċ,0.137695
5,13802,ett,no,yes,1,3,151,assistant,0.072754
5,13802,ett,no,yes,1,4,147,?,0.049316
5,13802,ett,no,yes,1,5,150,<|im_start|>,0.046143
5,13802,ett,no,yes,2,1,152,Ċ,0.189453
5,13802,ett,no,yes,2,2,151,assistant,0.181641
5,13802,ett,no,yes,2,3,149,Ċ,0.156250
