example_idx,question_id,query_type,gold,pred,layer,entropy_avg_heads,max_possible_entropy
14,5569,marginal,yes,yes,34,2.393555,4.897840
14,5569,marginal,yes,yes,35,2.510620,4.897840
15,7025,backadj,yes,yes,0,2.851280,4.905275
15,7025,backadj,yes,yes,1,3.418701,4.905275
15,7025,backadj,yes,yes,2,2.844238,4.905275
15,7025,backadj,yes,yes,3,1.796143,4.905275
15,7025,backadj,yes,yes,4,1.257568,4.905275
15,7025,backadj,yes,yes,5,0.768878,4.905275
15,7025,backadj,yes,yes,6,1.658447,4.905275
15,7025,backadj,yes,yes,7,1.834839,4.905275
15,7025,backadj,yes,yes,8,2.016602,4.905275
15,7025,backadj,yes,yes,9,1.417480,4.905275
15,7025,backadj,yes,yes,10,2.122559,4.905275
15,7025,backadj,yes,yes,11,2.392578,4.905275
15,7025,backadj,yes,yes,12,2.008057,4.905275
15,7025,backadj,yes,yes,13,1.466797,4.905275
15,7025,backadj,yes,yes,14,1.640381,4.905275
15,7025,backadj,yes,yes,15,1.778320,4.905275
15,7025,backadj,yes,yes,16,2.612305,4.905275
15,7025,backadj,yes,yes,17,2.133179,4.905275
15,7025,backadj,yes,yes,18,2.510742,4.905275
15,7025,backadj,yes,yes,19,2.342407,4.905275
15,7025,backadj,yes,yes,20,2.242142,4.905275
15,7025,backadj,yes,yes,21,2.712646,4.905275
15,7025,backadj,yes,yes,22,2.866211,4.905275
15,7025,backadj,yes,yes,23,2.230225,4.905275
15,7025,backadj,yes,yes,24,2.245117,4.905275
15,7025,backadj,yes,yes,25,1.717529,4.905275
15,7025,backadj,yes,yes,26,1.726562,4.905275
15,7025,backadj,yes,yes,27,2.251709,4.905275
15,7025,backadj,yes,yes,28,2.041504,4.905275
15,7025,backadj,yes,yes,29,1.937012,4.905275
15,7025,backadj,yes,yes,30,2.038086,4.905275
15,7025,backadj,yes,yes,31,2.861572,4.905275
15,7025,backadj,yes,yes,32,2.337402,4.905275
15,7025,backadj,yes,yes,33,2.424316,4.905275
15,7025,backadj,yes,yes,34,2.662598,4.905275
15,7025,backadj,yes,yes,35,2.677246,4.905275
16,21183,correlation,yes,yes,0,2.909795,4.927254
16,21183,correlation,yes,yes,1,3.371094,4.927254
16,21183,correlation,yes,yes,2,2.657471,4.927254
16,21183,correlation,yes,yes,3,1.562378,4.927254
16,21183,correlation,yes,yes,4,1.154785,4.927254
16,21183,correlation,yes,yes,5,0.760879,4.927254
16,21183,correlation,yes,yes,6,1.686768,4.927254
16,21183,correlation,yes,yes,7,1.798950,4.927254
16,21183,correlation,yes,yes,8,2.017334,4.927254
16,21183,correlation,yes,yes,9,1.371338,4.927254
16,21183,correlation,yes,yes,10,2.034912,4.927254
16,21183,correlation,yes,yes,11,2.198486,4.927254
16,21183,correlation,yes,yes,12,1.973877,4.927254
16,21183,correlation,yes,yes,13,1.500732,4.927254
16,21183,correlation,yes,yes,14,1.625000,4.927254
16,21183,correlation,yes,yes,15,1.683838,4.927254
16,21183,correlation,yes,yes,16,2.572754,4.927254
16,21183,correlation,yes,yes,17,2.136841,4.927254
16,21183,correlation,yes,yes,18,2.500977,4.927254
16,21183,correlation,yes,yes,19,2.358643,4.927254
16,21183,correlation,yes,yes,20,2.209167,4.927254
16,21183,correlation,yes,yes,21,2.594727,4.927254
16,21183,correlation,yes,yes,22,2.846191,4.927254
16,21183,correlation,yes,yes,23,2.208984,4.927254
16,21183,correlation,yes,yes,24,2.028809,4.927254
16,21183,correlation,yes,yes,25,1.410522,4.927254
16,21183,correlation,yes,yes,26,1.603027,4.927254
16,21183,correlation,yes,yes,27,2.316895,4.927254
16,21183,correlation,yes,yes,28,2.153809,4.927254
16,21183,correlation,yes,yes,29,1.842041,4.927254
16,21183,correlation,yes,yes,30,1.843750,4.927254
16,21183,correlation,yes,yes,31,2.898438,4.927254
16,21183,correlation,yes,yes,32,2.762695,4.927254
16,21183,correlation,yes,yes,33,2.717773,4.927254
16,21183,correlation,yes,yes,34,2.493652,4.927254
16,21183,correlation,yes,yes,35,2.579285,4.927254
17,23263,ett,yes,yes,0,3.106312,5.361292
17,23263,ett,yes,yes,1,3.602539,5.361292
17,23263,ett,yes,yes,2,2.781738,5.361292
17,23263,ett,yes,yes,3,1.688110,5.361292
17,23263,ett,yes,yes,4,1.189941,5.361292
17,23263,ett,yes,yes,5,0.780799,5.361292
17,23263,ett,yes,yes,6,1.740967,5.361292
17,23263,ett,yes,yes,7,1.888916,5.361292
17,23263,ett,yes,yes,8,2.063477,5.361292
17,23263,ett,yes,yes,9,1.398682,5.361292
17,23263,ett,yes,yes,10,2.028320,5.361292
17,23263,ett,yes,yes,11,2.219727,5.361292
17,23263,ett,yes,yes,12,2.047852,5.361292
17,23263,ett,yes,yes,13,1.501709,5.361292
17,23263,ett,yes,yes,14,1.615479,5.361292
17,23263,ett,yes,yes,15,1.702393,5.361292
17,23263,ett,yes,yes,16,2.530273,5.361292
17,23263,ett,yes,yes,17,2.132080,5.361292
17,23263,ett,yes,yes,18,2.461914,5.361292
17,23263,ett,yes,yes,19,2.399902,5.361292
17,23263,ett,yes,yes,20,2.184464,5.361292
17,23263,ett,yes,yes,21,2.554565,5.361292
17,23263,ett,yes,yes,22,2.762695,5.361292
17,23263,ett,yes,yes,23,2.342041,5.361292
17,23263,ett,yes,yes,24,1.968994,5.361292
17,23263,ett,yes,yes,25,1.408447,5.361292
17,23263,ett,yes,yes,26,1.536865,5.361292
17,23263,ett,yes,yes,27,2.478516,5.361292
17,23263,ett,yes,yes,28,1.974854,5.361292
17,23263,ett,yes,yes,29,1.829102,5.361292
17,23263,ett,yes,yes,30,1.960938,5.361292
17,23263,ett,yes,yes,31,2.946777,5.361292
17,23263,ett,yes,yes,32,2.601562,5.361292
17,23263,ett,yes,yes,33,2.568359,5.361292
17,23263,ett,yes,yes,34,2.731445,5.361292
17,23263,ett,yes,yes,35,2.959229,5.361292
18,4218,backadj,no,no,0,2.910664,5.093750
18,4218,backadj,no,no,1,3.504883,5.093750
18,4218,backadj,no,no,2,2.868164,5.093750
18,4218,backadj,no,no,3,1.786133,5.093750
18,4218,backadj,no,no,4,1.257690,5.093750
18,4218,backadj,no,no,5,0.787369,5.093750
18,4218,backadj,no,no,6,1.684814,5.093750
18,4218,backadj,no,no,7,1.872803,5.093750
18,4218,backadj,no,no,8,2.018799,5.093750
18,4218,backadj,no,no,9,1.401001,5.093750
18,4218,backadj,no,no,10,2.088623,5.093750
18,4218,backadj,no,no,11,2.384521,5.093750
18,4218,backadj,no,no,12,2.021729,5.093750
18,4218,backadj,no,no,13,1.532959,5.093750
18,4218,backadj,no,no,14,1.626221,5.093750
18,4218,backadj,no,no,15,1.824463,5.093750
18,4218,backadj,no,no,16,2.685547,5.093750
18,4218,backadj,no,no,17,2.106323,5.093750
18,4218,backadj,no,no,18,2.505859,5.093750
18,4218,backadj,no,no,19,2.302124,5.093750
18,4218,backadj,no,no,20,2.241150,5.093750
18,4218,backadj,no,no,21,2.710449,5.093750
18,4218,backadj,no,no,22,2.927246,5.093750
18,4218,backadj,no,no,23,2.405518,5.093750
18,4218,backadj,no,no,24,2.289307,5.093750
18,4218,backadj,no,no,25,1.605957,5.093750
18,4218,backadj,no,no,26,1.853271,5.093750
18,4218,backadj,no,no,27,2.261719,5.093750
18,4218,backadj,no,no,28,1.979248,5.093750
18,4218,backadj,no,no,29,2.210205,5.093750
18,4218,backadj,no,no,30,1.977783,5.093750
18,4218,backadj,no,no,31,2.772949,5.093750
18,4218,backadj,no,no,32,2.576172,5.093750
18,4218,backadj,no,no,33,2.524414,5.093750
18,4218,backadj,no,no,34,2.465820,5.093750
18,4218,backadj,no,no,35,2.666870,5.093750
19,20593,marginal,yes,yes,0,2.951101,5.135798
19,20593,marginal,yes,yes,1,3.496338,5.135798
19,20593,marginal,yes,yes,2,2.757324,5.135798
19,20593,marginal,yes,yes,3,1.650635,5.135798
19,20593,marginal,yes,yes,4,1.197266,5.135798
19,20593,marginal,yes,yes,5,0.785205,5.135798
19,20593,marginal,yes,yes,6,1.700928,5.135798
19,20593,marginal,yes,yes,7,1.855591,5.135798
19,20593,marginal,yes,yes,8,1.993896,5.135798
19,20593,marginal,yes,yes,9,1.343018,5.135798
19,20593,marginal,yes,yes,10,2.028076,5.135798
19,20593,marginal,yes,yes,11,2.265869,5.135798
19,20593,marginal,yes,yes,12,2.002686,5.135798
19,20593,marginal,yes,yes,13,1.535645,5.135798
19,20593,marginal,yes,yes,14,1.639160,5.135798
19,20593,marginal,yes,yes,15,1.666748,5.135798
19,20593,marginal,yes,yes,16,2.689941,5.135798
19,20593,marginal,yes,yes,17,2.095581,5.135798
19,20593,marginal,yes,yes,18,2.445801,5.135798
19,20593,marginal,yes,yes,19,2.399658,5.135798
19,20593,marginal,yes,yes,20,2.216110,5.135798
19,20593,marginal,yes,yes,21,2.649170,5.135798
19,20593,marginal,yes,yes,22,2.877930,5.135798
19,20593,marginal,yes,yes,23,2.387451,5.135798
19,20593,marginal,yes,yes,24,2.128418,5.135798
19,20593,marginal,yes,yes,25,1.646973,5.135798
19,20593,marginal,yes,yes,26,2.043945,5.135798
19,20593,marginal,yes,yes,27,2.606446,5.135798
19,20593,marginal,yes,yes,28,2.020996,5.135798
19,20593,marginal,yes,yes,29,1.687866,5.135798
19,20593,marginal,yes,yes,30,1.926758,5.135798
19,20593,marginal,yes,yes,31,2.907227,5.135798
19,20593,marginal,yes,yes,32,2.599609,5.135798
19,20593,marginal,yes,yes,33,2.595703,5.135798
19,20593,marginal,yes,yes,34,2.378906,5.135798
19,20593,marginal,yes,yes,35,2.559448,5.135798
